t,px,py,pz,ex,ey,ez,err
6.10,-8.026,0.068,-0.917,-10.306,-0.004,1.290,2.312
6.13,-8.026,0.068,-0.917,-10.306,-0.004,1.290,2.312
6.15,-8.176,0.082,-0.950,-10.349,-0.004,1.296,2.202
6.17,-8.176,0.082,-0.950,-10.349,-0.004,1.296,2.202
6.19,-8.266,0.091,-0.969,-10.391,-0.003,1.301,2.153
6.21,-8.266,0.091,-0.969,-10.391,-0.003,1.301,2.153
6.23,-8.353,0.098,-0.986,-10.433,-0.003,1.306,2.107
6.25,-8.353,0.098,-0.986,-10.433,-0.003,1.306,2.107
6.27,-8.439,0.105,-1.001,-10.475,-0.003,1.311,2.063
6.29,-8.439,0.105,-1.001,-10.475,-0.003,1.311,2.063
6.31,-8.538,0.113,-1.018,-10.516,-0.003,1.316,2.004
6.33,-8.538,0.113,-1.018,-10.516,-0.003,1.316,2.004
6.35,-8.618,0.118,-1.030,-10.556,-0.003,1.321,1.963
6.38,-8.618,0.118,-1.030,-10.556,-0.003,1.321,1.963
6.40,-8.696,0.123,-1.041,-10.595,-0.003,1.326,1.924
6.42,-8.696,0.123,-1.041,-10.595,-0.003,1.326,1.924
6.44,-8.773,0.127,-1.052,-10.633,-0.003,1.330,1.886
6.46,-8.773,0.127,-1.052,-10.633,-0.003,1.330,1.886
6.48,-8.862,0.131,-1.063,-10.671,-0.003,1.335,1.835
6.50,-8.862,0.131,-1.063,-10.671,-0.003,1.335,1.835
6.52,-8.935,0.134,-1.072,-10.709,-0.003,1.340,1.800
6.54,-8.935,0.134,-1.072,-10.709,-0.003,1.340,1.800
6.56,-9.006,0.136,-1.080,-10.762,-0.003,1.346,1.782
6.58,-9.006,0.136,-1.080,-10.762,-0.003,1.346,1.782
6.61,-9.006,0.136,-1.080,-10.762,-0.003,1.346,1.782
6.63,-9.116,0.138,-1.093,-10.797,-0.003,1.351,1.707
6.65,-9.116,0.138,-1.093,-10.797,-0.003,1.351,1.707
6.67,-9.183,0.139,-1.101,-10.832,-0.003,1.355,1.674
6.69,-9.183,0.139,-1.101,-10.832,-0.003,1.355,1.674
6.71,-9.249,0.140,-1.109,-10.865,-0.002,1.359,1.642
6.73,-9.249,0.140,-1.109,-10.865,-0.002,1.359,1.642
6.75,-9.314,0.140,-1.116,-10.897,-0.002,1.363,1.609
6.77,-9.314,0.140,-1.116,-10.897,-0.002,1.363,1.609
6.79,-9.390,0.141,-1.126,-10.928,-0.002,1.367,1.564
6.81,-9.390,0.141,-1.126,-10.928,-0.002,1.367,1.564
6.83,-9.452,0.141,-1.133,-10.958,-0.002,1.371,1.532
6.85,-9.452,0.141,-1.133,-10.958,-0.002,1.371,1.532
6.88,-9.512,0.141,-1.141,-10.950,-0.002,1.369,1.463
6.90,-9.512,0.141,-1.141,-10.950,-0.002,1.369,1.463
6.92,-9.572,0.141,-1.149,-10.977,-0.002,1.373,1.431
6.94,-9.572,0.141,-1.149,-10.977,-0.002,1.373,1.431
6.96,-9.642,0.141,-1.158,-11.005,-0.002,1.376,1.388
6.98,-9.642,0.141,-1.158,-11.005,-0.002,1.376,1.388
7.00,-9.698,0.141,-1.165,-11.031,-0.002,1.380,1.358
7.02,-9.698,0.141,-1.165,-11.031,-0.002,1.380,1.358
7.04,-9.754,0.141,-1.173,-11.068,-0.002,1.384,1.339
7.06,-9.754,0.141,-1.173,-11.068,-0.002,1.384,1.339
7.08,-9.807,0.141,-1.180,-11.091,-0.002,1.387,1.308
7.11,-9.807,0.141,-1.180,-11.091,-0.002,1.387,1.308
7.13,-9.807,0.141,-1.180,-11.091,-0.002,1.387,1.308
7.15,-9.890,0.141,-1.192,-11.113,-0.002,1.390,1.247
7.17,-9.890,0.141,-1.192,-11.113,-0.002,1.390,1.247
7.19,-9.940,0.141,-1.199,-11.133,-0.002,1.392,1.218
7.21,-9.940,0.141,-1.199,-11.133,-0.002,1.392,1.218
7.23,-9.988,0.141,-1.206,-11.153,-0.002,1.395,1.189
7.25,-9.988,0.141,-1.206,-11.153,-0.002,1.395,1.189
7.27,-10.044,0.142,-1.214,-11.171,-0.002,1.397,1.151
7.29,-10.044,0.142,-1.214,-11.171,-0.002,1.397,1.151
7.31,-10.088,0.142,-1.220,-11.188,-0.002,1.399,1.123
7.33,-10.088,0.142,-1.220,-11.188,-0.002,1.399,1.123
7.35,-10.131,0.142,-1.226,-11.203,-0.002,1.401,1.096
7.38,-10.131,0.142,-1.226,-11.203,-0.002,1.401,1.096
7.40,-10.172,0.142,-1.232,-11.217,-0.002,1.403,1.068
7.42,-10.172,0.142,-1.232,-11.217,-0.002,1.403,1.068
7.44,-10.212,0.142,-1.237,-11.230,-0.002,1.405,1.041
7.46,-10.212,0.142,-1.237,-11.230,-0.002,1.405,1.041
7.48,-10.251,0.143,-1.243,-11.241,-0.002,1.406,1.014
7.50,-10.251,0.143,-1.243,-11.241,-0.002,1.406,1.014
7.52,-10.296,0.143,-1.248,-11.252,-0.002,1.407,0.980
7.54,-10.296,0.143,-1.248,-11.252,-0.002,1.407,0.980
7.56,-10.331,0.143,-1.253,-11.266,-0.002,1.409,0.958
7.58,-10.331,0.143,-1.253,-11.266,-0.002,1.409,0.958
7.61,-10.331,0.143,-1.253,-11.266,-0.002,1.409,0.958
7.63,-10.385,0.143,-1.261,-11.275,-0.002,1.410,0.913
7.65,-10.385,0.143,-1.261,-11.275,-0.002,1.410,0.913
7.67,-10.417,0.143,-1.265,-11.282,-0.002,1.411,0.889
7.69,-10.417,0.143,-1.265,-11.282,-0.002,1.411,0.889
7.71,-10.447,0.143,-1.270,-11.289,-0.002,1.412,0.866
7.73,-10.447,0.143,-1.270,-11.289,-0.002,1.412,0.866
7.75,-10.476,0.143,-1.274,-11.296,-0.002,1.413,0.844
7.77,-10.476,0.143,-1.274,-11.296,-0.002,1.413,0.844
7.79,-10.508,0.143,-1.279,-11.302,-0.002,1.414,0.818
7.81,-10.508,0.143,-1.279,-11.302,-0.002,1.414,0.818
7.83,-10.533,0.142,-1.283,-11.308,-0.002,1.414,0.799
7.86,-10.533,0.142,-1.283,-11.308,-0.002,1.414,0.799
